#Position (bp)	Coverage
9.11044518E8	94.46395323663131
9.17221091E8	132.43092963792213
9.23397664E8	110.31693458980044
9.29574237E8	130.20289855072463
9.3575081E8	124.47639458822573
9.41927383E8	122.30314527450014
9.48103956E8	145.12255440948041
9.54280529E8	110.77837837837838
9.60457102E8	103.94170636639238
9.66633675E8	150.70005577244842
9.72810248E8	128.2117700900751
9.78986821E8	124.79463360473723
9.85163394E8	137.5856818025219
9.91339967E8	129.2659925764751
9.9751654E8	122.16921927530818
1.003693113E9	107.38586440797104
1.009869686E9	99.05955365924612
1.016046259E9	95.70865207224357
1.022222832E9	64.97238883456487
1.028399405E9	82.16763230023192
1.034575978E9	95.98173273395994
1.040752551E9	102.72999744376278
1.046929124E9	87.6910063759572
1.053105697E9	82.6252550341524
1.058696154E9	66.81449516397281
1.0617844405E9	101.71980676328502
1.065458843E9	75.35338140001825
1.071635416E9	95.3387539184953
1.077811989E9	102.9454550519542
1.083988562E9	107.20507883354263
1.090165135E9	43.04111458415928
1.096341708E9	54.44823754474799
1.102518281E9	74.56078022465175
1.108694854E9	104.97193719866485
1.114871427E9	109.8428372544332
1.121048E9	106.9121345881569
1.127224573E9	103.74049693130073
1.133401146E9	126.32949544764796
1.139577719E9	133.10999931464602
1.145754292E9	120.04167037505117
1.151930865E9	105.8693924727299
1.158107438E9	107.90513292212242
1.164284011E9	115.58430870519385
1.170460584E9	114.46661324156787
1.176637157E9	107.28383346353569
1.18281373E9	119.07742173716818
1.188990303E9	111.14458701068858
1.195166876E9	126.06621882480117
1.201343449E9	87.98236149552001
1.207520022E9	104.95960857324494
1.213696595E9	103.69226820002054
1.219873168E9	103.43604503005501
1.226049741E9	94.8357190935607
1.2305711655E9	85.88804841149773
1.233659452E9	48.73017340185603
1.238402887E9	92.84170223449661
1.24457946E9	117.8979394719897
1.250756033E9	115.2560366858535
1.256932606E9	112.30238431403743
1.263109179E9	94.51360652603404
1.269285752E9	117.38140017884443
1.275462325E9	64.23812194049982
1.281638898E9	87.38128897240966
1.287815471E9	98.58330381988364
1.293992044E9	94.3521931796288
1.300168617E9	92.86025142341732
1.30634519E9	101.64964455672404
1.312521763E9	120.73835468512246
1.318698336E9	122.14046184465225
1.324874909E9	119.99057479744083
1.331051482E9	74.53363469800024
1.337228055E9	120.16968977110301
1.343404628E9	111.14346555323591
1.349581201E9	109.55183934342884
1.355757774E9	113.46953252623805
1.361934347E9	84.84681605266489
1.36811092E9	108.05167102896925
1.374287493E9	98.13112803834304
1.380464066E9	53.382787683706745
1.386640639E9	103.34379817507603
1.390539601E9	94.45988666865493
1.3936278875E9	86.4013655044412
1.398993785E9	83.20079265748852
1.405170358E9	83.72438086448238
1.411346931E9	92.7016701285915
1.417523504E9	94.08505148086945
1.423700077E9	100.84258408653133
1.42987665E9	102.9501263264275
1.436053223E9	101.49430195765699
1.442229796E9	108.75696494335273
1.448406369E9	98.89783462151883
1.454582942E9	100.8970479157395
1.460759515E9	131.11932961758785
1.466936088E9	86.92729525973355
1.473112661E9	114.57891238670695
1.479289234E9	138.50209536090028
1.485465807E9	129.70220473145207
1.49164238E9	112.96821175670243
1.497818953E9	119.16740744419339
1.503995526E9	114.23917547681029
1.510172099E9	127.15475393880406
1.516348672E9	103.81710125085569
1.522525245E9	103.48415155535899
1.528701818E9	85.11459508233702
1.5341395085E9	37.30611831664204
1.537227795E9	93.12285065426624
1.541054964E9	113.32594457447436
1.547231537E9	114.55879928561616
1.55340811E9	105.9055942614503
1.559584683E9	114.53481836591313
1.565761256E9	112.17058862303078
1.571937829E9	78.96022484425391
1.578114402E9	113.59825761562298
1.584290975E9	0.0
1.590467548E9	0.0
1.596644121E9	79.24579207920792
1.602820694E9	155.6846635367762
1.608997267E9	120.93578816069851
1.61517384E9	108.57654455261692
1.621350413E9	117.91287169118328
1.627526986E9	80.97378960627887
1.633703559E9	93.9209848464089
1.639880132E9	103.74402455483478
1.646056705E9	102.00551030186871
1.652233278E9	71.2426959228881
1.658409851E9	84.80090741130522
1.664586424E9	70.3910488090911
1.670762997E9	54.261793070603645
1.6743674565E9	54.19859225741579
1.677455743E9	112.08649319367906
1.683116143E9	90.78173492146348
1.689292716E9	113.55272550799963
1.695469289E9	122.05445763913505
1.701645862E9	111.21779283768521
1.707822435E9	111.17321356431644
1.713999008E9	93.54157273571144
1.720175581E9	102.02311790293413
1.726352154E9	110.83985210824417
1.732528727E9	106.09660752953691
1.7387053E9	100.37712140992167
1.744881873E9	91.14085076869726
1.751058446E9	82.37352187555665
1.757235019E9	71.44317928108953
1.763411592E9	105.20603684707997
1.769588165E9	107.39225079023691
1.775764738E9	73.97402451366243
1.781941311E9	102.92395250711412
1.788117884E9	110.36339455750193
1.794294457E9	105.60883142657016
1.80047103E9	101.94566286120063
1.806120184E9	61.3775748736289
1.8092084705E9	67.54446091994436
1.812824176E9	52.639207281379235
1.819000749E9	100.6074536679292
1.825177322E9	92.53184820981254
1.831353895E9	105.10471994965387
1.837530468E9	119.78630278063852
1.843707041E9	100.46421701409335
1.849883614E9	101.42414481736778
1.856060187E9	75.89026788026433
1.86223676E9	79.70822866074917
1.868413333E9	72.68609368453987
1.874589906E9	54.988640121245524
1.880766479E9	69.65907105994442
1.886943052E9	73.43377093447474
1.893119625E9	110.3488295687885
1.899296198E9	111.90448306258658
1.905472771E9	105.32028711042528
1.911649344E9	130.41473477067547
1.917825917E9	123.29202556265629
1.92400249E9	84.93961978056561
1.930179063E9	73.08561996791866
1.936355636E9	80.7983682703184
1.941605798E9	82.10322942751058
1.9446940845E9	74.13692683864942
1.948708782E9	73.70252621812354
1.954885355E9	111.12590623489608
1.961061928E9	119.16469432974117
1.967238501E9	140.43208445456426
1.973415074E9	120.152458400246
1.979591647E9	128.88811835413776
1.98576822E9	124.39630438007246
1.991944793E9	79.7221228384019
1.998121366E9	71.01663650445532
2.004297939E9	88.56148483852554
2.010474512E9	123.1455699399
2.016651085E9	121.25666985544218
2.022827658E9	126.46258879044201
2.029004231E9	145.97697445708724
2.035180804E9	118.80030189714913
2.041357377E9	122.34156928213689
2.04753395E9	129.0238999829098
2.053710523E9	90.93101745143234
2.059887096E9	74.6063145514022
2.066063669E9	86.98797037728434
2.072240242E9	77.11174970830993
2.0761857555E9	57.57856653955216
2.079274042E9	0.0
2.084593388E9	0.0
2.090769961E9	0.0
2.096946534E9	125.00066542032384
2.103123107E9	107.3793810612144
2.10929968E9	114.17342689825644
2.115476253E9	113.40804378702325
2.121652826E9	108.93205371478616
2.127829399E9	108.5889352688306
2.134005972E9	144.18467073048865
2.140182545E9	83.20675408658164
2.146359118E9	81.88877940633083
2.152535691E9	110.6127758339973
2.158712264E9	99.16728624535315
2.164888837E9	68.2612479170524
2.17106541E9	124.19161552496269
2.177241983E9	105.84121612288311
2.183418556E9	90.84567459180751
2.1889570765E9	83.64978942442677
2.192045363E9	0.0
2.195771702E9	0.0
2.201948275E9	0.0
2.208124848E9	351.63438045375216
2.214301421E9	63.17598950317667
2.220477994E9	114.38207308147064
2.226654567E9	101.95727081720668
2.23283114E9	119.01625917612085
2.239007713E9	123.94774346793349
2.245184286E9	117.102864920923
2.251360859E9	108.66263499570725
2.257537432E9	88.55550139986171
2.263714005E9	82.3523578455159
2.269890578E9	82.86143835037606
2.276067151E9	45.66246215943492
2.282243724E9	103.66614510697643
2.288420297E9	90.7774576323698
2.29459687E9	64.84126779247786
2.2980680925E9	0.0
2.301156379E9	0.0
2.306950016E9	0.0
2.313126589E9	0.0
2.319303162E9	90.9125132374543
2.325479735E9	78.4010096847311
2.331656308E9	88.38787636337965
2.337832881E9	76.96911415719194
2.344009454E9	93.15195593143633
2.350186027E9	123.06134569827886
2.3563626E9	118.30593775662405
2.362539173E9	93.5467822023172
2.368715746E9	96.61137318343098
2.374892319E9	73.71295960876652
2.381068892E9	82.70344410063231
2.387245465E9	72.14315438603755
2.393422038E9	102.45782057004399
2.398476271E9	86.73040468336198
2.4015645575E9	40.53104262774294
2.405775184E9	55.400962297815084
2.411951757E9	91.28743289313844
2.41812833E9	130.2094409520711
2.424304903E9	88.89809083959074
2.430481476E9	61.739954533973226
2.436658049E9	107.30697050938338
2.442834622E9	0.0
2.449011195E9	95.38609205669695
2.455187768E9	86.7357647710443
2.461364341E9	86.12286087294027
2.467540914E9	65.67976288377193
2.473717487E9	80.93920228249128
2.47989406E9	88.55892438703778
2.486070633E9	58.7843628870733
2.489969741E9	54.08721092226247
2.4930580275E9	68.81990024240164
2.498423779E9	73.89644412326051
2.504600352E9	97.62650787789266
2.510776925E9	71.81116166887928
2.516953498E9	67.38975119506998
2.523130071E9	96.54238991325781
2.529306644E9	79.24262482672646
2.535483217E9	68.63610659161866
2.54165979E9	69.79018271475312
2.547836363E9	99.74395391683575
2.554012936E9	95.03043095410753
2.560189509E9	119.3635509105103
2.566366082E9	57.833473721543676
2.571746186E9	50.461166507664764
2.5748344725E9	120.47127121167014
2.578719228E9	107.15808686908431
2.584895801E9	93.16837500721834
2.591072374E9	191.65781346510192
2.597248947E9	116.18414201568551
2.60342552E9	121.52955064737243
2.609602093E9	97.31317609916896
2.615778666E9	140.97737111373476
2.621955239E9	83.83776824034335
2.628131812E9	119.24566000655093
2.634308385E9	92.82896125433439
2.640484958E9	130.19613467506818
2.646661531E9	79.85973978599222
2.652080553E9	57.841861889450314
2.6551688395E9	41.68229003964917
2.659014677E9	53.137691824281866
2.66519125E9	70.72930413176904
2.671367823E9	53.7355883700067
2.677544396E9	86.05826312488345
2.683720969E9	66.75827094904612
2.689897542E9	67.24155152698495
2.696074115E9	69.49956169143863
2.702250688E9	48.235283868157396
2.708427261E9	71.8836975866733
2.712272226E9	68.88453216891878
2.7153605125E9	63.17565819998223
2.720780407E9	102.43300105857445
2.72695698E9	124.53341627270466
2.733133553E9	82.34336386876863
2.739310126E9	75.84285086755985
2.745486699E9	69.75465374633582
2.751663272E9	78.57049475327378
2.757839845E9	66.42712439985948
2.764016418E9	77.91554471119632
2.770192991E9	81.68297845165763
2.7753771745E9	47.041749756421815
2.778465461E9	0.0
2.782546137E9	25.99595985924671
2.78872271E9	304.98151658767773
2.794899283E9	115.02053549794039
2.801075856E9	129.16552205796765
2.807252429E9	93.08774134388426
2.813429002E9	99.71678107890276
2.819605575E9	70.01457706889789
2.823438458E9	59.885143460658334
2.8265267445E9	0.0
2.831958721E9	0.0
2.838135294E9	224.29309643293095
2.844311867E9	55.892276377632214
2.85048844E9	64.45081460294146
2.856665013E9	73.59154861433659
2.862841586E9	63.04563345106417
2.869018159E9	73.04973432090814
2.873553984E9	47.26470363522455
2.8766422705E9	88.42639930252834
2.881371305E9	115.52314625153626
2.887547878E9	105.57893500260124
2.893724451E9	124.72478576137112
2.899901024E9	113.95498313098727
2.906077597E9	133.42522885250884
2.91225417E9	102.74803467585613
2.918430743E9	150.82528778314148
2.924607316E9	118.47214976696824
2.930783889E9	101.9224965067536
2.936960462E9	92.08510191216642
2.943137035E9	92.79501676418381
2.949313608E9	93.83754240482473
2.955490181E9	129.32975565882177
2.961666754E9	127.01449925261585
2.967843327E9	76.32882718304714
2.9740199E9	100.0159875344191
2.980196473E9	108.86326446599944
2.986373046E9	108.64560292201988
2.992549619E9	129.5501769529564
2.998726192E9	99.97705707406882
3.004902765E9	115.41344664276546
3.011079338E9	141.62392733564013
3.017255911E9	156.29836683417085
3.023432484E9	106.87431480031323
3.028781594E9	75.77350286059281
3.0318698805E9	78.31220922922168
3.03578563E9	21.168256491785904
3.041962203E9	0.06272605146223002
3.048138776E9	1.1254303248016764
3.054315349E9	0.0
3.060491922E9	0.0
3.066668495E9	0.0
3.072845068E9	0.0
3.079021641E9	0.0
3.08518988E9	76.70032286469035
3.088278117E9	0.0
