Node1	Node2	Score
NDUFS5	NDUFA12	0.999
PSMA4	PSMA5	0.999
ELOB	NEDD8	0.984
RPL37	RPS28	0.999
RPL21	RPS18	0.999
RPL37A	RPS18	0.999
TMEM132A	GOLM1	0.957
MRPS36	MRPL58	0.962
ZYX	SRC	0.955
NDUFB3	NDUFB5	0.999
RPL36AL	RPS27L	0.994
RPS24	RPL13A	0.999
POLR2F	SNRPE	0.971
ANAPC13	CDC26	0.999
RPSA	RPS28	0.999
NDUFAB1	NDUFA6	0.999
HIST2H2AC	HIST1H2AG	0.952
MRPS28	MRPL57	0.982
EIF3E	RPL12	0.972
MRPS33	MRPL34	0.987
RBX1	UBE2N	0.965
IMP3	RPS29	0.983
RPL23	MRPL36	0.961
XAB2	SNRPG	0.996
SNRNP40	LSM3	0.996
DDX58	NLRX1	0.966
CENPQ	CENPN	0.989
MRPL19	MRPL50	0.997
PSMB1	POMP	0.997
GTF2B	POLR2L	0.997
RPL35	RPLP1	0.999
COX7A2L	UQCRH	0.974
CHMP5	VPS37B	0.955
SEC61B	RPS18	0.997
TTK	CKAP2	0.957
STX1B	SNAP25	0.996
UQCRB	UQCRQ	0.999
SNU13	PHF5A	0.998
SF3A2	SYF2	0.975
RPS11	MRPL17	0.959
RPL13A	RPL22L1	0.992
MRPL57	MRPS16	0.988
NDUFB3	NDUFA1	0.999
HDAC5	KAT2B	0.962
PSMA2	RPS27A	0.969
RPS20	RPL23	0.999
RPS15	RPL30	0.999
RPS6	RPL7	0.999
MRPL22	MRPL47	0.999
UQCRFS1	NDUFA12	0.995
TIMM9	TIMM10	0.999
RPS6	RPL37A	0.999
JAK2	CCND1	0.96
PCNA	RRM2	0.959
EIF2AK2	IFIT1	0.983
SRP9	RPL14	0.967
NDUFA1	NDUFAF2	0.959
NDUFB4	NDUFB2	0.999
ANAPC13	MAD2L1	0.983
RPSA	RPL38	0.999
NEDD4L	UBE2L6	0.958
GTF2A2	GTF2F2	0.995
NDC80	SPC25	0.999
SEC61B	RPS14	0.996
MRPS14	MRPL11	0.996
RPL7	UBA52	0.999
SNRPD2	RNPC3	0.977
EIF3E	RPS28	0.997
RPS13	RPL30	0.999
RPL31	UBA52	0.999
RPL19	RPL11	0.999
RPL19	RPSA	0.999
SCN3A	SCN9A	0.961
RPLP0	RPL30	0.999
PSMA2	SKP1	0.967
RPL38	RPL14	0.999
MRPL50	CHCHD1	0.984
RPL39L	RPLP2	0.997
PLXNA1	SEMA6D	0.976
MRPL33	MRPS21	0.974
RPS20	RPL13A	0.999
XAB2	SF3A2	0.988
NDC80	NSL1	0.988
SNU13	NOC4L	0.989
RPL5	RSL24D1	0.977
RPL23	RPL15	0.999
MRPL54	MRPS21	0.98
CXCL9	CXCL10	0.988
SNRPG	GEMIN6	0.965
RPL31	RPL14	0.999
RPS25	TPT1	0.981
SEC61G	RPS6	0.997
EIF3E	RPL19	0.951
EEF1B2	VARS	0.959
RPLP0	RPLP1	0.999
SRP14	RPS14	0.996
BIRC5	NUF2	0.989
RPL10	RPL39	0.998
RPL26L1	RPS21	0.997
RPL22L1	RPL15	0.996
FAU	IMP3	0.995
MRPL3	MRPL36	0.997
RPS12	RPL15	0.999
RPL37	RPS27L	0.998
TRIP13	MAD2L1	0.999
RPL27	RPL36AL	0.997
NDUFA5	UQCRH	0.963
UBE2V2	UBB	0.996
RPS6	RPS27L	0.999
UBA52	RPS18	0.999
NUP37	RANGAP1	0.955
MRPS23	MRPS21	0.976
EPN1	CLTCL1	0.968
MRPL15	RPL23A	0.962
RPS16	RPL10A	0.999
RBX1	COPS4	0.966
COX7A2L	UQCRQ	0.982
DLGAP5	CEP55	0.965
RPL39L	RPS18	0.995
NDUFA5	NDUFAF2	0.953
RPS16	RPS3A	0.999
CEP55	RRM2	0.956
MRPL18	MRPL40	0.986
MRPL50	MRPL16	0.996
MRPL18	MRPL35	0.992
KNL1	SKA2	0.955
EPN1	HGS	0.959
DYSF	ANXA2	0.985
NEDD4L	UBE2N	0.97
MRPL35	MRPL1	0.957
DDX58	DHX58	0.964
RPLP1	RPL30	0.999
RPS27A	RPL14	0.999
COX5B	NDUFA4	0.977
NDUFB5	NDUFB6	0.999
RPS3	RPL14	0.999
MRPL19	MRPL35	0.984
LSM8	SNRPE	0.999
RPS8	EIF3M	0.996
HUWE1	UBA52	0.996
MRPS36	MRPL42	0.976
RPS25	RPL30	0.999
PFDN4	PFDN5	0.999
RPS6	EIF3M	0.999
RPL26L1	RPS16	0.999
SNU13	RPS28	0.994
RRAGD	LAMTOR5	0.999
SEC61G	RPL10A	0.997
RPL29	RPL38	0.999
MRPS33	MRPL16	0.989
RPS3	RPL10A	0.999
BCAS2	SF3B5	0.962
MX1	ISG20	0.976
STAT1	IFIT1	0.992
TLR3	MYD88	0.997
RPS20	RPLP1	0.999
RPL39L	RPL15	0.997
KIF20A	CCNA2	0.968
MRPL13	MRPL21	0.999
SEC61B	UBA52	0.996
COX5B	CYCS	0.999
NDC80	SKA2	0.964
RPL23A	RPS28	0.999
RPS12	SRP9	0.994
RPL5	NIFK	0.959
HAUS8	HAUS1	0.997
POLR2F	SUPT5H	0.999
SNRPB2	MAGOH	0.954
RPLP1	RPL10	0.999
RPS24	TBL3	0.977
COX7C	UQCRH	0.976
IFIT2	OASL	0.993
CWC15	PPIL3	0.971
IFI6	IFI27	0.975
RPS19	RPS8	0.999
MRPL43	MRPL27	0.996
SRP14	RPL32	0.996
RPL23	RPL22L1	0.993
RPS16	RPL11	0.999
SIN3B	SAP18	0.97
RPL5	RPL30	0.999
NDUFB2	NDUFB9	0.998
MRPS23	MRPL54	0.995
FAU	RPL23A	0.999
RPL10	RPS14	0.999
SUPT6H	SUPT5H	0.999
KIF18A	BUB1	0.992
AK6	RPS14	0.979
SRP9	RPS14	0.994
IFNB1	IRF7	0.986
RPL23	RPL12	0.999
XAF1	OASL	0.984
RPL24	RPL38	0.999
RPL24	UBA52	0.999
SEC61B	RPL5	0.983
RPS15A	RPL39L	0.993
RPS24	RPS3A	0.999
EIF3E	RPL23	0.958
RPS27A	UBE2V2	0.987
IFI35	ISG20	0.972
RPL5	RPS3A	0.999
SNRPD1	SNRPE	0.999
RPS15	RPL7	0.999
RPS12	RPL9	0.999
RPS13	FAU	0.999
ANAPC13	ANAPC10	0.999
NDUFA5	UQCRB	0.989
MRPS28	MRPL16	0.983
RPL24	RPS3	0.999
FAU	RPSA	0.999
RPL6	RPL14	0.999
ATP5PD	NDUFS3	0.957
RPS11	RPL37	0.999
RPS20	RPL27A	0.999
SRP9	RPL27A	0.966
RPS20	RPL22L1	0.996
RPL6	EIF3M	0.989
MRPL17	MRPL21	0.999
SNRPB2	LSM7	0.996
MRPS23	MRPL42	0.988
SNRPD2	SNRPB2	0.998
NEK2	CDK1	0.993
MRPL32	CHCHD1	0.986
MRPL35	MRPL40	0.995
RPL11	UBA52	0.999
RPS20	RPS21	0.999
XAB2	PPIL3	0.952
RPL24	FAU	0.999
HMGN3	SLC6A9	0.979
NDUFA9	NDUFS4	0.999
RPS24	RPL38	0.999
MRPL47	MRPL1	0.986
RPL31	RPS26	0.999
UQCRQ	UQCR10	0.999
RPS25	RPL15	0.999
RPL39L	RPL38	0.998
PSMA4	RBX1	0.966
RPLP1	RPL29	0.999
RPL26L1	RPL23A	0.998
RPL24	RPS24	0.999
EIF3E	EIF3M	0.999
POLR2G	SUPT5H	0.999
RPL32	RPL7A	0.999
RNF7	NEDD8	0.995
ENY2	TAF12	0.952
MRPL50	MRPL33	0.995
RPL23A	RPL10A	0.999
PHF5A	MAGOHB	0.95
IFI35	OAS2	0.989
RPS12	RPS27L	0.999
H3F3A	HIST1H3C	0.989
CDC45	BUB1	0.952
RPL26L1	RPL30	0.999
RPS8	RPL7A	0.999
RPS8	UBA52	0.999
RPS12	RPL39	0.999
ATP5PB	UQCRB	0.987
MRPS23	MRPL40	0.992
RPL6	RPS15	0.999
PSMB1	PSMB4	0.999
RPS3A	RPL39	0.999
IFI35	OAS3	0.989
RPS4X	RPL23A	0.999
STAT1	HERC5	0.976
NDUFB3	UQCRFS1	0.974
RPS8	RPS28	0.999
NDUFB9	NDUFA4	0.965
HGS	UBA52	0.98
UNC93B1	TLR3	0.99
EIF3H	RPS29	0.993
SEC61G	RPL15	0.996
RPS15A	RPS27A	0.999
MX2	IFIT1	0.994
RPLP2	RPS18	0.999
MRPS18C	MRPS21	0.979
RPL27	RPS3	0.999
TOP2A	PCLAF	0.961
RPS13	RPL7A	0.999
CCNA2	UBE2C	0.998
OAS2	IFIT1	0.995
MRPL50	MRPL58	0.995
CREM	FOS	0.974
CCNB1	NUF2	0.988
HIST3H2A	HIST1H3H	0.981
MRPS16	MRPL21	0.999
MRPS33	MRPL11	0.988
THOC3	THOC7	0.999
RPL34	RPL7A	0.999
RPL34	RPS27L	0.998
NDUFB3	UQCRB	0.973
NDUFA5	NDUFA7	0.998
MRPL13	MRPL20	0.998
PHF5A	LSM6	0.998
RPS8	RPL37	0.999
RPL36	RPL30	0.999
DLGAP5	UBE2C	0.98
NDUFA5	NDUFA4	0.974
RPS13	RPS8	0.999
RPS16	RPL37A	0.999
RPLP1	RPS27L	0.997
EEF1B2	RPL30	0.968
RPL30	RPS28	0.999
RPS13	RPL38	0.999
RPL19	RPL36AL	0.999
STAT1	IL12A	0.951
RPS19	SRP9	0.989
PFDN5	PFDN2	0.999
ATP5PF	COX6C	0.958
MED4	MED30	0.992
NDUFAF4	NDUFA12	0.971
EIF3H	EIF4E	0.968
RPS13	RPS28	0.999
NDUFA5	COX6C	0.952
HIP1	GAK	0.969
EIF3E	RPL10	0.951
BMF	BCL2	0.974
RPL37	UBA52	0.999
BMP4	NOG	0.996
RPS4X	RPS29	0.999
NDUFS4	UQCRH	0.985
TPT1	RPL30	0.971
SEC61G	RPL12	0.998
LSM6	SNRPE	0.999
PIK3CG	LYN	0.957
RPL27	RPS14	0.999
PSMB1	PSMA2	0.999
BCAS2	SNRPE	0.997
COPS9	COPS8	0.961
GFPT2	AMDHD2	0.957
NDUFB3	NDUFA12	0.999
HAUS4	HAUS8	0.997
MRPL22	MRPS14	0.984
DTX3L	RNF213	0.963
ANAPC11	ELOC	0.982
RPL31	RPL23A	0.999
RPL37	RPL38	0.999
MRPS18C	MRPL1	0.975
PRDX1	SOD1	0.981
RPS8	EIF3H	0.998
DLGAP5	NUF2	0.971
MRPL36	MRPL33	0.998
RPL31	RPL38	0.999
RPS21	RPL23A	0.999
PBK	UBE2C	0.959
MRPL58	RPS18	0.957
CENPA	KNL1	0.974
RPS11	RPLP2	0.999
ATP5F1E	UQCRQ	0.974
RPS11	RPS29	0.999
MRPL50	MRPS22	0.987
RPS3A	RPS14	0.999
SEC61B	RPS27L	0.986
CCNA2	PBK	0.963
NDUFB5	NDUFB9	0.999
MMP2	VEGFA	0.979
SDHB	NDUFA9	0.96
SEC61B	RPL9	0.996
RPS3A	FAU	0.999
HDAC9	NCOR2	0.966
RPL27	RPL11	0.999
SNU13	RPS11	0.992
MRPL19	MRPS22	0.993
CDC45	PRIM2	0.993
RPL26L1	RPL21	0.999
SPCS1	SEC61G	0.956
TOP2A	CDK1	0.996
NDUFB2	NDUFB6	0.999
RPS15	RPL23	0.999
RPL10	RPL36AL	0.994
KIF18A	MAD2L1	0.988
RPL15	RPS29	0.999
RPS24	RPL7A	0.999
RPL7	RPS28	0.999
RPS3A	RPL10	0.999
RPS26	RPS18	0.999
STAT2	IFIT1	0.971
RPL21	RPL36	0.999
EEF1B2	RPL13A	0.959
SKP1	PSMA5	0.958
PSMA4	UBB	0.996
SETD1A	KAT2B	0.976
RPS14	RPL23A	0.999
PSME2	PSMC2	0.985
RPLP1	RPL38	0.999
COPS5	COPS4	0.999
MRPS22	MRPL54	0.979
RPL6	RPL36AL	0.997
KIF20A	KIF18A	0.977
MRPL50	MRPS28	0.985
RPLP0	RPS6	0.999
TRAF1	TNF	0.981
TGFB1	CAV1	0.954
NDUFB2	NDUFA5	0.994
COMMD10	COMMD1	0.997
SRP14	RPS18	0.996
RPL39L	UBA52	0.995
CLTCL1	GAK	0.995
RPS25	RPL23A	0.999
RPS15A	TBL3	0.982
RPL14	RPL12	0.999
FAU	NSA2	0.972
MRPL43	MRPL51	0.983
CYCS	UQCRH	0.994
RPL11	RPL27A	0.999
TLE2	HES1	0.954
MRPS33	MRPS22	0.987
RPS8	RPL30	0.999
SYMPK	CSTF3	0.998
RPL36	RPLP2	0.999
RPS13	RPS6	0.999
MRPL1	MRPL54	0.952
PBK	BUB1	0.968
MRPL18	MRPL3	0.998
RPS19	RPL11	0.999
RPS25	UBA52	0.999
MRPL34	MRPL57	0.989
RPL31	RPL15	0.999
RPS3	RPL9	0.999
LSM8	SF3B5	0.999
MRPL3	RPS18	0.983
LSM8	LSM6	0.999
CENPP	CENPW	0.968
RPS16	RPSA	0.999
NDUFAB1	NDUFS3	0.999
HMMR	PLK4	0.982
CERS4	CERK	0.96
RPS3	MRPL36	0.972
RPSA	IMP3	0.973
RPLP0	TPT1	0.964
RPS15A	FAU	0.999
GBP4	IRF7	0.955
MRPL34	MRPL33	0.994
TPT1	RPS15A	0.953
SNRPD2	SNRPG	0.999
RPLP0	RPL7A	0.999
COMMD8	COMMD6	0.992
MRPL36	MRPL21	0.998
RPL24	RPL10A	0.999
EIF3E	RPL14	0.97
MRPS14	FAU	0.967
OAS2	IFIT2	0.989
PSMD10	PSMD6	0.996
PSMB9	PSMB3	0.999
RPLP0	RPL19	0.999
PSMA5	PSMC2	0.999
RPL26L1	RPS8	0.999
DEPTOR	AKT1S1	0.987
RPS12	RPS3A	0.999
SAMHD1	MX1	0.951
SNRPB2	LSM8	0.998
RPL6	RPL39	0.999
IFI35	OASL	0.986
CWC15	SNRPD1	0.996
TOP2A	UBE2C	0.991
CCNB1	PTTG1	0.983
RPL30	RPS26	0.999
RPL21	RPS15A	0.999
CENPQ	KIF18A	0.963
CCNA2	CKS1B	0.998
RPL29	RPL12	0.999
RPS20	RPS25	0.999
RPS15A	SRP14	0.996
NDUFB5	ATP5F1C	0.972
RPL27	RPL30	0.999
RPS16	EIF3H	0.987
RPL27A	RPL37A	0.999
RPL23A	RPS29	0.999
SRP9	RPL30	0.997
SP100	SUMO2	0.97
COX5B	NDUFA6	0.958
RPL36	RPL27	0.999
RPL32	RPS18	0.999
SF3B6	SF3B5	0.999
SEC61G	RPL9	0.996
SPHK2	SGPP2	0.98
RBX1	RPS27A	0.951
RSL24D1	RPL29	0.966
RPS16	RPL39L	0.996
IFI35	IFI6	0.989
SEC61G	SRP9	0.963
RPLP0	SRP14	0.996
CENPA	CCNB2	0.99
CBX3	H2AFZ	0.958
RPS15	RPL32	0.999
RPL30	RPS4X	0.999
RPS24	RPS27L	0.999
PSMA3	ELOC	0.968
RPS19	NOC4L	0.95
RPS20	FAU	0.999
RPL34	RPL32	0.999
CHCHD1	MRPL57	0.991
RPS27A	RPL39	0.999
MRPL39	MRPL40	0.987
NDUFA1	NDUFA6	0.999
MRPL54	MRPL33	0.989
XPA	CETN2	0.966
EIF3M	RPS28	0.997
RPL36AL	RPS4X	0.998
NDUFB4	NDUFB6	0.999
RHOV	ARHGDIA	0.967
MRPL43	MRPL21	0.995
RPL11	RPL36AL	0.998
MRPL22	MRPL1	0.989
MRPL3	MRPL35	0.997
NDUFB1	NDUFS3	0.998
LSM6	EDC3	0.953
MRPL22	MRPL39	0.986
RPS25	RPL14	0.999
POLR2K	GTF2F2	0.997
ATP5PB	ATP5MG	0.999
RPL21	RPS27A	0.999
MRPL48	MRPS16	0.987
AK6	TAF12	0.969
MRPL39	MRPL16	0.986
DDX58	OASL	0.964
HERC5	MX1	0.993
MRPL1	MRPL13	0.999
RPL5	RPS14	0.999
OASL	ISG20	0.983
TBL3	RPS4X	0.977
DHCR24	DHCR7	0.988
MRPL39	MRPL48	0.982
RPL37	RPL10A	0.999
RPS3A	RPS26	0.999
RPS20	RPL15	0.999
RPL6	RPS27A	0.999
SNRNP40	LSM5	0.988
POMP	PSMA5	0.991
RPL21	RPSA	0.999
LSM3	EDC3	0.979
ATP5F1E	ATP5MC2	0.983
PSMB4	UBB	0.989
BIRC5	RACGAP1	0.986
CCNA2	PCLAF	0.956
MED4	MED7	0.994
PSMB1	PSME2	0.987
BIRC5	CENPA	0.988
SNRPF	U2AF1L4	0.951
SNU13	SNRPG	0.998
MRPL32	MRPL3	0.997
NDUFB4	NDUFA9	0.999
NEK2	CDC26	0.994
NDUFA5	NDUFB9	0.999
RPL27A	RPS27L	0.999
RPL13A	RPL39	0.999
ATP5F1E	ATP5PF	0.999
NDUFB6	NDUFS3	0.999
ABRAXAS1	UBE2N	0.952
PELP1	SRC	0.986
ZWINT	CCNB1	0.986
MRPL32	MRPL54	0.993
RPL21	RPL30	0.999
MRPL51	MRPL15	0.984
RSL24D1	RPL11	0.981
HEPH	SLC40A1	0.989
RPS15	SEC61G	0.998
CHCHD1	MRPL20	0.99
RPS16	RPL39	0.999
MRPL18	MRPS22	0.986
SEC61B	SEC61G	0.999
SEC61B	RPL35	0.983
RPS20	SRP14	0.99
NDUFB9	NDUFS5	0.999
SEC61B	RPS28	0.996
RPL26L1	RPL7A	0.999
GCH1	PTS	0.986
RPL9	RPL23A	0.999
NDUFB2	NDUFA12	0.997
CCNH	XPA	0.952
RPS21	RPS27L	0.999
MRPL27	MRPL36	0.999
RPS12	RPL7	0.999
PSME2	PSMB8	0.981
RPL26L1	RPL7	0.997
RPL27	RPS29	0.999
UBE2N	MIB2	0.989
RPL34	RPL7	0.999
RPL7A	RPL38	0.999
RPS27A	UBB	0.997
RPS27A	RPL10	0.998
MRPS33	MRPL47	0.986
NDUFAF4	NDUFA5	0.969
NDUFA9	NDUFB6	0.999
RPL21	RPLP2	0.999
COX6C	ATP5MD	0.966
RPS16	SRP9	0.985
MRPL15	MRPL39	0.991
RPS27L	RPS18	0.997
RPS13	RPS25	0.999
COX7A2	UQCRQ	0.984
EEF1B2	RPL10A	0.979
EIF3H	RPS21	0.981
MRPS33	MRPL15	0.988
JAK2	LIF	0.951
RPL34	RPL12	0.999
DNAJA1	HSPA1L	0.977
NDUFA2	NDUFB5	0.999
RPS8	RPL39	0.999
RANGAP1	RAN	0.999
RPL23	RPS4X	0.999
MRPL57	MRPL21	0.98
RPS12	RPL23	0.999
MRPL13	MRPS23	0.993
RPL19	RPL7	0.999
RPL6	RPL7A	0.999
RPL37	RPL7A	0.999
XAB2	SF3B5	0.971
TPT1	RPS3A	0.973
NIFK	NSA2	0.997
RPL13A	SRP9	0.974
RPS24	RPS11	0.999
RPL35	RPS6	0.999
NDUFB4	UQCRQ	0.976
OASL	IRF7	0.996
EEF1A2	EEF1B2	0.984
RPS20	RPS24	0.999
RPS20	RPL5	0.999
MRPL15	MRPS18C	0.995
RPS11	RPL37A	0.999
PSMA3	PSMC2	0.999
SKA3	SKA2	0.998
MRPL21	MRPL33	0.998
RPL13A	RPS8	0.999
MRPL47	MRPL40	0.999
RBX1	CRBN	0.969
GRIN2D	GRIN1	0.975
MRPS22	MRPS23	0.998
RPL38	RPS28	0.999
UBE2N	ZNRF2	0.972
RPS15A	RPS4X	0.999
PCNA	MAD2L1	0.961
DLGAP5	CCNA2	0.98
MED31	MED30	0.975
NDUFAF4	NDUFA2	0.952
RPS3	RPL36AL	0.996
HERC6	UBE2L6	0.995
RPL31	SRP14	0.985
RPL24	SEC61G	0.997
PHF5A	SF3B5	0.999
CENPQ	CENPP	0.999
TUBA1B	TUBB3	0.998
MRPS33	MRPL33	0.992
RPS20	RPL10	0.999
RPS26	RPS28	0.999
RPS3	RPL29	0.999
PSMC2	PSMB3	0.999
RPL23	UBA52	0.999
TIPIN	RPA3	0.999
RPS26	RPL39	0.999
MRPL16	MRPL20	0.996
NDUFA9	NDUFA7	0.999
SRP9	RPL15	0.996
RPS24	RPL32	0.999
COMMD8	COMMD1	0.983
RPL10	RPL9	0.999
GTF2B	GTF2A2	0.998
MED31	MED4	0.973
RPL13A	RPS29	0.999
RPL21	UBA52	0.999
CDC45	PCNA	0.982
MRPL47	MRPS23	0.991
RPL30	RPSA	0.999
EIF3M	FAU	0.979
MRPL43	MRPL11	0.989
TAF12	GTF2F2	0.953
SKP1	FBXL18	0.956
NDUFC1	NDUFB1	0.999
RPL21	RPS11	0.999
MRPL32	MRPL42	0.998
NDUFA2	NDUFS4	0.999
MRPS28	MRPL48	0.984
SEC61G	RPS24	0.984
RPS14	RPSA	0.999
RPS16	RPS3	0.999
CCNB1	CENPH	0.966
RPS3	EIF4E	0.968
SEC61B	RPL30	0.996
MRPL11	MRPL42	0.996
NDUFS4	NDUFS3	0.999
ATP5PF	NDUFS4	0.955
NDUFB9	NDUFA12	0.999
RPL36AL	UBA52	0.997
MRPL3	MRPL42	0.997
CCNA2	BUB1	0.99
RPS27A	UBE2N	0.998
CFH	CFI	0.999
SNRPD2	LSM10	0.96
MRPL36	RPS18	0.965
MRPL47	MRPS28	0.985
MRPS14	MRPL13	0.997
RPS13	RPL36	0.999
MRPL40	MRPL20	0.986
RPL6	RPS6	0.999
RPL11	RPLP2	0.999
ATP5PB	NDUFS4	0.958
RPL24	SRP14	0.997
ELOB	ANAPC11	0.962
MRPL3	MRPL39	0.992
PSMB1	SKP1	0.959
PSMA4	NEDD8	0.957
CMPK2	NME7	0.955
PDGFB	VEGFA	0.988
NDUFA2	NDUFB6	0.999
SRP9	RPL22L1	0.974
MRPL27	MRPS18C	0.998
LSM7	SF3B5	0.998
IFIT2	IFI27	0.963
RPL31	RPS16	0.999
MRPS14	MRPL17	0.998
CD274	PDCD1LG2	0.959
RPL5	RPLP2	0.999
GTF2H2	GTF2H5	0.999
BST2	IRF7	0.971
PSMB1	PSMB8	0.999
MRPL27	MRPL47	0.999
NDUFB6	NDUFA4	0.981
RPL14	RPS29	0.999
KDM6B	HIST2H2AC	0.955
RPS12	RPL11	0.999
STMN1	CCNB1	0.954
RPL15	RPL37A	0.999
RPL7A	RPS26	0.999
CSK	SRC	0.956
RPL13A	RPS18	0.999
RPL36	RPS27A	0.999
RPL9	RPL10A	0.999
NDUFAB1	UQCRQ	0.989
RPS12	RPS24	0.999
NDC80	TTK	0.996
RPS12	RPL35	0.999
MRPL19	MRPS18C	0.995
H3F3A	HIST1H3H	0.989
MRPL43	MRPS23	0.996
BUB1B	BUB1	0.999
IL1RL1	MYD88	0.968
DLGAP5	PBK	0.975
CDK1	RRM2	0.991
OAS1	XAF1	0.984
PSMA4	PSMD6	0.999
RPS3	RPL15	0.999
RPS14	RPS18	0.999
SEC61G	RPL36AL	0.993
MX1	IRF7	0.995
RPL31	RPS3	0.999
EIF3E	RPS13	0.998
MTHFD2L	TYMS	0.957
RPL11	NIFK	0.958
MRPS33	MRPS16	0.996
RPL7A	RPS29	0.999
RPP30	POP5	0.999
POLR2I	POLR2K	0.999
MRPL19	MRPL58	0.999
RPS6	RPL13A	0.999
MRPL18	MRPL39	0.983
MRPL27	MRPL16	0.998
MRPS14	RPS3	0.957
KIF1A	KLC2	0.958
OASL	MX2	0.997
NDUFA5	COX5B	0.951
C1D	RPL23A	0.963
RPS20	RPL10A	0.999
XAB2	SNRPE	0.996
PNPT1	EXOSC1	0.963
RPL29	RPL39L	0.997
CD79B	LYN	0.976
GEMIN2	GEMIN6	0.998
RPS3A	RPS29	0.999
RPL6	RPS27L	0.999
RPSA	RPL39	0.999
OAS1	GBP1	0.972
TYK2	IFNB1	0.953
MAD2L1	ANAPC10	0.998
MRPS14	MRPS23	0.987
RPS26	RPL37A	0.999
VPS29	SNX3	0.992
OAS1	IFIT3	0.992
RPLP2	RPL23A	0.999
PSMD10	PSMA5	0.965
EIF3E	RPL27A	0.958
MRPS33	MRPL20	0.993
BIRC5	SPC25	0.974
RPS27A	RPL30	0.999
RPS15	MRPL17	0.959
RPS24	EIF3H	0.986
SKP1	FBXO6	0.991
MRPL20	MRPL33	0.998
CENPA	ZWINT	0.99
RPS27A	IMP3	0.978
PIGQ	PIGP	0.982
RPLP1	RPLP2	0.999
RPS13	TPT1	0.95
DDX58	UBE2L6	0.991
RPLP1	RPS24	0.999
MRPS14	MRPL36	0.998
NDUFC1	NDUFA9	0.987
TNFSF13B	TNF	0.982
MAVS	DDX58	0.999
PSMA3	PSMG2	0.96
RPS20	RPL9	0.999
RPL5	RPL10	0.999
ITGB3BP	CENPN	0.993
RPL35	RPL10A	0.999
MRPL39	MRPS21	0.974
RPS8	RPL12	0.999
MRPL54	MRPL42	0.99
RPS6	UBA52	0.999
ICAM1	TNF	0.96
RPL35	RPL9	0.999
CERK	CERS6	0.963
SNRNP40	SNRPF	0.999
POLR2K	POLR2L	0.999
RPS27A	RPL23A	0.999
NDUFS5	NDUFA6	0.999
GTF2A2	POLR2K	0.996
NEK2	UBE2C	0.99
POLR2G	POLR2L	0.999
KIF18A	CCNB2	0.972
FAU	RPL29	0.999
RPS15A	RPS8	0.999
VEGFA	SRC	0.987
CENPN	BUB1	0.987
SNRNP40	SNRPG	0.996
NDUFB3	NDUFS5	0.999
MRPS23	MRPL20	0.993
MRPS14	MRPS18C	0.998
OAS1	ISG20	0.972
RPS19	RPL10	0.999
RPL7	RPL39L	0.983
RPL36	RPS27L	0.996
RPL32	FAU	0.999
CENPA	SPC25	0.974
IFI35	IFIT2	0.973
RAB11A	RAB11B	0.983
MRPL34	MRPS21	0.979
RPL26L1	RPS24	0.998
RPL24	RPS27L	0.999
MRPS28	MRPL40	0.984
ATP5F1C	NDUFA12	0.975
SPTSSA	SPTLC3	0.993
RPL7	RPL38	0.999
SNAPIN	BLOC1S2	0.994
CENPL	ITGB3BP	0.972
RSL24D1	RPL10A	0.962
SEC61G	RPL13A	0.977
NOC4L	RPS4X	0.973
DHCR24	TM7SF2	0.972
SRP9	RPS18	0.994
MRPL27	MRPL40	0.999
RPLP0	UBA52	0.999
RPS20	EIF3M	0.994
SF3B6	SNRPB2	0.995
EIF3E	EIF3H	0.999
RPL6	RPL23	0.999
RPS15A	RPL11	0.999
LSM5	SNRPE	0.999
RPL5	SEC61G	0.982
CENPL	CENPP	0.978
NDUFAB1	NDUFA2	0.999
IFIT3	STAT2	0.974
RPL6	RPL19	0.999
ELOB	ELOC	0.999
COX5B	UQCRFS1	0.997
RPS3	RPS28	0.999
SEC61G	RPL11	0.997
MRPL11	MRPL40	0.998
TXN	RRM2	0.95
SEC61G	RPL23A	0.996
MRPL39	MRPL58	0.991
RPL39L	RPL10A	0.995
RPS4X	RPS18	0.999
RPS13	RPL14	0.999
RBX1	SPOP	0.963
RPL19	EIF3H	0.965
MRPS18C	MRPL40	0.996
EIF3E	RPS21	0.981
RPL5	RPL35	0.999
OAS2	XAF1	0.987
RPS25	RPS11	0.999
MRPS36	MRPL33	0.957
TNFSF10	TNFRSF10D	0.984
RPL10A	RPS29	0.999
PSMB4	UBA52	0.985
CCND1	KAT2B	0.953
RPLP1	RPL10A	0.999
LY96	HMGB1	0.963
SYF2	SNRPD2	0.992
RPS8	RPL7	0.999
MRPL32	MRPL19	0.999
NSA2	RPL15	0.95
MRPL50	MRPS18C	0.99
NUF2	SKA2	0.96
SNRPG	SNRPE	0.999
RPS11	RPS8	0.999
RPL36	RPL32	0.999
RPL22L1	RPL23A	0.997
RPS11	RPL7A	0.999
DLGAP5	CCNB2	0.986
RPS3	RPL12	0.999
TRIM21	IRF7	0.978
RPL14	RPS28	0.999
SNRPD2	SNRPF	0.999
MAGOHB	SNRPE	0.997
RPL26L1	RPL34	0.999
KNL1	BUB1	0.999
PLPP2	SGPP2	0.954
MAVS	NLRX1	0.99
IFI35	IFIT3	0.992
RPS15A	RPL30	0.999
OAS3	MX1	0.993
RPS27A	FAU	0.999
NDUFA1	UQCR10	0.982
